department,disease,question,answer,page_url,aaa,aaa,aaa,aaa,time
内科,肺炎,http://ask.39.net/question/66035558.html,胸口闷疼是新型肺炎吗？,胸口闷痛，不能排除有肺炎可能性，但是是否新型冠状病毒感染性肺炎，需要根据患者的流行病学调查史和结合肺部影像学检查以及病毒三项及核酸检查分析确诊。如果有感染者或疫区接触史，有必要考虑到医院呼吸科或发热门诊就诊，首先要排除是否有病毒感染的情况，做核酸检查分析确诊。,赵曙光,副主任医师,呼吸困难综合救治、创伤性/或非创伤性急症出血的微创介入治疗、急性中毒一体化救治等。,太和县人民医院,2020-01-31
内科,肺炎,http://ask.39.net/question/66035564.html,武汉肺炎在空气中能活多久？,在现在的冬季，温度0度左右，在干燥的空气中，一个人打了一个喷嚏，病毒在空气中的存活时间，不会超过2个小时，但是在潮湿的空气中，同样的一个喷嚏，喷出来的病毒却能存活甚至超过1天。尽管病毒不能在空气中轻易生存，但它在潮湿的空气汇中，却能存活于你所触及的任何一个表面，使之更有可能通过手进入口腔。,赵曙光,副主任医师,呼吸困难综合救治、创伤性/或非创伤性急症出血的微创介入治疗、急性中毒一体化救治等。,太和县人民医院,2020-01-31
内科,肺炎,http://ask.39.net/question/66035559.html,新型肺炎疫情能坐高铁吗？,如果患者有新型冠状病毒是不能出门坐高铁的，很容易把携带的病毒传染给他人，导致病情扩散。建议自我隔离。建议您及家人平时多喝水，促进新陈代谢，多吃水果蔬菜，补充维生素，不要吃刺激辛辣油腻的食物，不要吸烟喝酒，避免着凉感冒，保持室内空气流通，不要熬夜及过度劳累，保证睡眠充足，注意休息，适当活动。,赵曙光,副主任医师,呼吸困难综合救治、创伤性/或非创伤性急症出血的微创介入治疗、急性中毒一体化救治等。,太和县人民医院,2020-01-31
内科,肺炎,http://ask.39.net/question/66035553.html,武汉肺炎估计要几个月？,目前没有确定的日期，不够高峰很快来临，目前呼吁大家2周内最好不要出门聚会等。1.避免前往人群密集的公共场所。避免接触发热呼吸道感染病人，如需接触时要佩戴口罩。2.勤洗手。尤其在手被呼吸道分泌物污染时、触摸过公共设施后、照顾发热呼吸道感染或呕吐腹泻病人后、探访医院后、处理被污染的物品以及接触动物、动物饲料或动物粪便后。3.不要随地吐痰。打喷嚏或咳嗽时用纸巾或袖肘遮住口、鼻。4.加强锻炼，规律作息，保持室内空气流通。,赵曙光,副主任医师,呼吸困难综合救治、创伤性/或非创伤性急症出血的微创介入治疗、急性中毒一体化救治等。,太和县人民医院,2020-01-31
内科,肺炎,http://ask.39.net/question/66035554.html,发烧头痛是新型肺炎吗？,出现发烧头疼不一定是新型冠状病毒感染的肺炎的，现在是流感并发期，只要没有接触武汉以及感染病毒的人群就是甲流的可能性比较大。可以口服阿莫西林胶囊，复方乙酰水杨酸片，连花清瘟胶囊。建议患者平时应该减轻压力，保持心情舒畅，注意保暖，以免受凉，不要熬夜，多休息，保证充足的睡眠。多吃一些新鲜水果和蔬菜。,赵曙光,副主任医师,呼吸困难综合救治、创伤性/或非创伤性急症出血的微创介入治疗、急性中毒一体化救治等。,太和县人民医院,2020-01-31
内科,肺炎,http://ask.39.net/question/66035551.html,新型肺炎多久能检查出来？,发热早期外周血白细胞总数正常或减低，淋巴细胞计数减少，部分患者出现肝酶，肌酶和肌红蛋白增高，多数患者c反应蛋白和血沉升高，降钙素原正常，严重者D-二聚体升高，外周血淋巴细胞进行性减少。在咽拭子，痰，下呼吸道分泌物，血液等标本中可检测出新型冠状病毒核酸。胸部影像学早期呈现多发小斑片影及间质改变以肺外带明显，进而发展为双肺多发磨玻璃影，浸润影，严重者可出现肺实变胸腔积液少见。早期即通过实验室检查和肺部影像学进行确诊。,赵曙光,副主任医师,呼吸困难综合救治、创伤性/或非创伤性急症出血的微创介入治疗、急性中毒一体化救治等。,太和县人民医院,2020-01-31
内科,肺炎,http://ask.39.net/question/66035548.html,肺炎疫情是甲类还是乙类？,新型冠状病毒引起的肺炎会出现发热，干咳，气短，全身乏力，国家定性为乙类传染病，按照甲类管理。集中发病主要是在武汉等地，与疫区的人接触之后，应该居家观察14天，没有发烧等一些症状，可以排除，尽量减少到人群密集场所，出门是应该戴口罩。,赵曙光,副主任医师,呼吸困难综合救治、创伤性/或非创伤性急症出血的微创介入治疗、急性中毒一体化救治等。,太和县人民医院,2020-01-31
内科,肺炎,http://ask.39.net/question/66035542.html,新型肺炎出外要带口罩吗？,目前来说新型冠状病毒感染引起的肺炎传染性很强，发病率高，全国各地都是有病例存在，所以出门是需要戴口罩的，戴口罩可以避免发生传染现象。在这段时间内尽可能的不要外出，外出时需要做好防护措施，避免影响身体健康，如果是出现了发烧，咽干，呼吸困难，那就需要及时的去医院就诊，针对性的治疗。,赵曙光,副主任医师,呼吸困难综合救治、创伤性/或非创伤性急症出血的微创介入治疗、急性中毒一体化救治等。,太和县人民医院,2020-01-31
内科,肺炎,http://ask.39.net/question/66035541.html,肺炎疫情何时能够有疫苗？,肺炎疫苗目前已经开始临床研究了，至少需要半年以上才能研制出来疫苗的，而且疫苗出来后需要做动物实验，如果是确定安全可靠，才能用于人体的。在平时不要接触疫区来的人，不要去疫区，就可以避免感染肺炎病毒的，不需要担心的，肺炎流行期间，尽可能的不要外出，避免感染肺炎病毒。,赵曙光,副主任医师,呼吸困难综合救治、创伤性/或非创伤性急症出血的微创介入治疗、急性中毒一体化救治等。,太和县人民医院,2020-01-31
内科,肺炎,http://ask.39.net/question/66035539.html,武汉肺炎是sars吗？,新型冠状病毒肺炎不是非典，目前已知感染人类的冠状病毒有6种，其中包括SARS病毒，可引起严重的急性呼吸综合征即非典，又称为重症急性呼吸综合征。近期发现的新型冠状病毒，世界卫生组织已将其命名为2019新型冠状病毒，患者多有发热、乏力、咳嗽等主要症状，严重者甚至出现急性呼吸窘迫综合征、脓毒性休克等。其主要的传染途径，包括短距离的飞沫传播，接触患者呼吸道的分泌物或者密切接触已感染的患者。因此，如果出现身体不适症状应及时就医，平时还应佩戴口罩、勤洗手，以预防该疾病。总之新型冠状病毒肺炎不是非典，但因其传染性较强，目前已发现上百例确诊患者，需引起重视。具体可以进一步咨询。,赵曙光,副主任医师,呼吸困难综合救治、创伤性/或非创伤性急症出血的微创介入治疗、急性中毒一体化救治等。,太和县人民医院,2020-01-31
内科,肺炎,http://ask.39.net/question/66035537.html,高铁容易传染新型肺炎吗？,冠状病毒肺炎是12月发在武汉的一种传染病，是伴随着发烧、咳嗽、胸闷等一种新型肺炎。经专家钟南山院士答记者问得知，此病可以人传人，特别是患者唾沫通过空气传播给其他人。高铁是一个人口密集的交通工具，特别是时逢春运高峰，高铁站及车上人口十分密集，加上车内虽有空调，但拥挤的人群使车内空气流通不畅，是最易感染冠状病毒肺炎的场所之一。建议不是非坐高铁不可就不坐高铁。万不得已必须坐高铁，你必须做好防护措施，一是戴上口罩出行，二是远离疑似病人，三是少与陌生人接触。,赵曙光,副主任医师,呼吸困难综合救治、创伤性/或非创伤性急症出血的微创介入治疗、急性中毒一体化救治等。,太和县人民医院,2020-01-31
内科,肺炎,http://ask.39.net/question/66035537.html,高铁容易传染新型肺炎吗？,新型冠状病毒肺炎，是一种急性呼吸道感染传染疾病，主要传播途径是接触传播、飞沫传播、气溶胶 、粪—口传播等方式，具有传染性强、人传人的特性。高铁车厢封闭，人口高度密集，空气不够流通，更利于冠状病毒传播。建议，尽量不坐人口密集的交通工具，如果确实要坐，务必做好防护措施。目前是新型冠状病毒肺炎高发期，建议不要去人群聚集地，做好出门戴口罩、勤消毒、勤洗手、不吃野味等保护措施。同时要注意提高免疫力，免疫力目前较为有效的药物，免疫力正常，就能便于识别和抵挡防御外界入侵的病毒或细菌，保护机体不容易被感染，同时对已有病毒或细菌有杀灭和清除作用，帮助康复。所以，加强营养，少烟酒，少煎炸，坚持运动，睡好觉，保持健康体魄，提高免疫力，就可以增强抗病力，避免感染。还可以吃点扶正固本、提高免疫力的中药材来调理身体，如广药牌灵芝孢子油等来调理好身体，扶正固本，可有效增强体内免疫免疫力，提高抗病力，增强抗病毒能力，帮助快点康复。体质增强，免疫力提高，不容易感染及生病。,于学,主任医师,擅长中西医结合方法，诊疗各种内科疾病，擅长--心内科、呼吸科、消化科、内分泌科，生殖保健科，皮肤科，等各种疑难杂症。,黑龙江省中医药学校附属医院,2020-01-31
内科,肺炎,http://ask.39.net/question/66035534.html,戴口罩能防新型肺炎吗？,N95等多种口罩均可有效防范新型冠状病毒，如果是医务人员或经常进出于高风险区域的人员，需要佩戴医用口罩，如果是日常防护工作防尘防颗粒的口罩防护级别比较高，一次性护理口的防护级别稍微低一些。戴口罩是可以防止新型肺炎传播的，出门记着一定要戴口罩。,赵曙光,副主任医师,呼吸困难综合救治、创伤性/或非创伤性急症出血的微创介入治疗、急性中毒一体化救治等。,太和县人民医院,2020-01-31
内科,肺炎,http://ask.39.net/question/66035531.html,鼻塞流鼻涕是武汉肺炎吗？,鼻塞流鼻涕还是属于上呼吸道感染，也就是普通的感冒，如果是武汉出现的新型冠状病毒肺炎，会出现发热，干咳，全身乏力，气短，胸痛等。没有跟疫区的人员接触这种情况不用担心，按照普通感冒处理就可以，首选药物是复方氨酚烷胺片，或者是布洛伪麻片。,赵曙光,副主任医师,呼吸困难综合救治、创伤性/或非创伤性急症出血的微创介入治疗、急性中毒一体化救治等。,太和县人民医院,2020-01-31
内科,肺炎,http://ask.39.net/question/66035530.html,快递会不会传染新型肺炎？,新型冠状病毒肺炎，可以通过呼吸道和接触传播的。任何物品上如果有病毒，都有可能会成为传染源的。快递上假如真有新型冠状病毒，接触到可能会被传染的。建议在拿到快递或接触其他东西后，需要及时用含酒精的洗手液洗手的。尽量少出门，开窗通风，勤洗手。,赵曙光,副主任医师,呼吸困难综合救治、创伤性/或非创伤性急症出血的微创介入治疗、急性中毒一体化救治等。,太和县人民医院,2020-01-31
内科,肺炎,http://ask.39.net/question/66035528.html,新型肺炎只能戴口罩预防吗？,首先要注意手和呼吸道卫生，因为新型冠状病毒属于预防呼吸道疾病，容易从手和呼吸道入侵，外出尽量戴上医用外科口罩，一次性使用，用完即弃，在室内要勤通风，加强室内外空气的流动，平时多注意个人卫生，勤洗手。再者最根本的就是提高自身免疫力。除了加强身体锻炼外，也可以适当食用一些保健品协助。,赵曙光,副主任医师,呼吸困难综合救治、创伤性/或非创伤性急症出血的微创介入治疗、急性中毒一体化救治等。,太和县人民医院,2020-01-31
内科,肺炎,http://ask.39.net/question/66035526.html,发烧37度是新型肺炎吗？,目前新型肺炎主要是由于冠状病毒引起的，不是说存在发热就是患有传染病，具体情况还需要结合实际的核酸检测项目才好确定的。一般除了发热也伴有乏力，干咳，或是存在流鼻涕，等现象。如果其他的都没有可以先暂时不考虑的，必要时直接就诊定点医院进行排除。,赵曙光,副主任医师,呼吸困难综合救治、创伤性/或非创伤性急症出血的微创介入治疗、急性中毒一体化救治等。,太和县人民医院,2020-01-31
内科,肺炎,http://ask.39.net/question/66035521.html,新型肺炎乙类传染注意事项？,洗手：手脏时，用肥皂和自来水洗手，如果手不是特别脏，可用肥皂和水或含酒精的洗手液洗手。防止自己生病：避免在未加防护情况下与病人接触以及与农场牲畜或野生动物接触。注意食品安全：处理生食和熟食的切菜板和刀具要分开。处理生食和熟食要勤洗。具体可以进一步确诊检查。,赵曙光,副主任医师,呼吸困难综合救治、创伤性/或非创伤性急症出血的微创介入治疗、急性中毒一体化救治等。,太和县人民医院,2020-01-31
内科,肺炎,http://ask.39.net/question/66035514.html,新型肺炎人体能免疫吗？,人感染了冠状病毒后常见体征有呼吸道症状、发热、咳嗽、气促和呼吸困难等。在较严重病例中，感染可导致肺炎、严重急性呼吸综合征、肾衰竭，甚至死亡。目前对于新型冠状病毒所致疾病没有特异治疗方法。但许多症状是可以处理的，因此需根据患者临床情况进行治疗。此外，对感染者的辅助护理可能非常有效。原则上短时间内人体是可以免疫的。,赵曙光,副主任医师,呼吸困难综合救治、创伤性/或非创伤性急症出血的微创介入治疗、急性中毒一体化救治等。,太和县人民医院,2020-01-31
内科,肺炎,http://ask.39.net/question/66035510.html,新型肺炎厌食吗？,新型肺炎会有厌食的症状存在的，还会出现不想吃东西，咽干，咳嗽发烧，胸闷，呼吸不畅。如果是单纯的厌食，那就不能诊断新型肺炎，如果出现了上述症状，那就需要尽快去医院做个全面的检查，明确是否感染新型冠状病毒，然后针对性的治疗，做好隔离措施。,赵曙光,副主任医师,呼吸困难综合救治、创伤性/或非创伤性急症出血的微创介入治疗、急性中毒一体化救治等。,太和县人民医院,2020-01-31
内科,肺炎,http://ask.39.net/question/66035509.html,如何自检新型肺炎？,自己可以初步判断是否感染新型冠状病毒，如果接触过来疫区的人，那就有可能会感染病毒，会出现了发烧，咽干，全身乏力，胸闷。出现了这些症状，需要去医院做个胸部ct检查实验室检查，就可以明确是否感染新型冠状病毒，如果是感染了，需要尽快住院治疗比较好。,赵曙光,副主任医师,呼吸困难综合救治、创伤性/或非创伤性急症出血的微创介入治疗、急性中毒一体化救治等。,太和县人民医院,2020-01-31
内科,肺炎,http://ask.39.net/question/66035504.html,武汉肺炎是什么意思？,新型冠状病毒肺炎是一种急性感染性肺炎，其病原体就是2019年新型冠状病毒，而此次从从武汉不明原因肺炎患者下呼吸道分离出的冠状病毒就是这种变异的新型冠状病毒。由于冠状病毒发生抗原性变异产生了新型冠状病毒，人群缺少对变异病毒株的免疫力，所以可引起新型冠状病毒肺炎的流行。,赵曙光,副主任医师,呼吸困难综合救治、创伤性/或非创伤性急症出血的微创介入治疗、急性中毒一体化救治等。,太和县人民医院,2020-01-31
内科,肺炎,http://ask.39.net/question/66035505.html,肺炎疫情潜伏期多久？,新型肺炎的潜伏期大概是1-10天，最长的有14天。期间症状不明显，可能有咽干或流涕等，不易发现，如有不适建议注意观察，自我隔离，如有病情加重，建议及时就诊。建议您及家人平时多喝水，促进新陈代谢，多吃水果蔬菜，补充维生素，不要吃刺激辛辣油腻的食物，不要吸烟喝酒，避免着凉感冒，保持室内空气流通，勤洗手，不要熬夜及过度劳累，保证睡眠充足，注意休息，适当运动，提高身体的免疫力。,赵曙光,副主任医师,呼吸困难综合救治、创伤性/或非创伤性急症出血的微创介入治疗、急性中毒一体化救治等。,太和县人民医院,2020-01-31
内科,肺炎,http://ask.39.net/question/66035502.html,新型肺炎研制出药了吗？,新型肺炎目前为止没有新的药物，新型冠状病毒肺炎是由于感染冠状病毒引起的疾病，会引起严重的肺部大面积的炎症，出现发烧，咳嗽，痰多，胸痛，呼吸困难。如果症状比较明显，那就需要尽快去医院就诊，需要做核酸检测，胸部ct检查，如果是有新型肺炎的发生，那就需要使用抗病毒药物治疗比较好。,赵曙光,副主任医师,呼吸困难综合救治、创伤性/或非创伤性急症出血的微创介入治疗、急性中毒一体化救治等。,太和县人民医院,2020-01-31
内科,肺炎,http://ask.39.net/question/66035496.html,布的口罩能防御新型肺炎吗？,新型冠状病毒病毒可以通过呼吸道和接触传染。布口罩对预防新型冠状病毒肺炎没有作用的。纸口罩，棉布口罩，活性炭口罩，海绵口罩都是不可取的。建议可以佩戴外科口罩、N95口罩的，除了带口罩外，还需要勤洗手，勤开窗通风的。尽量不要去人多的地方，最好在家中休息。,赵曙光,副主任医师,呼吸困难综合救治、创伤性/或非创伤性急症出血的微创介入治疗、急性中毒一体化救治等。,太和县人民医院,2020-01-31
内科,肺炎,http://ask.39.net/question/66035495.html,新型肺炎会高烧吗？,会的，大部分人的主要症状就是发热、乏力、干咳等，严重者会出现进行性呼吸困难，少部分患者会出现没有发热，而有咽痛、流涕等症状。如果单纯发热没有接触史，不要紧张，建议先对症治疗，在家自我隔离或者到医院的发热门诊，排除新兴冠状病毒感染。,赵曙光,副主任医师,呼吸困难综合救治、创伤性/或非创伤性急症出血的微创介入治疗、急性中毒一体化救治等。,太和县人民医院,2020-01-31
内科,肺炎,http://ask.39.net/question/66035494.html,武汉肺炎体温超过多少度？,武汉患者出现有肺炎的情况，体温并没有绝对固定的度数，部分患者仅表现为低热，有一部分的患者也会表现为中等程度的发热或者是有高热的情况。不能根据是否有发热的情况来进行，明确病情，还要结合实验室的检查以及胸部影像学的检查，同时结合患者的流行病学史等来共同进行明确。,赵曙光,副主任医师,呼吸困难综合救治、创伤性/或非创伤性急症出血的微创介入治疗、急性中毒一体化救治等。,太和县人民医院,2020-01-31
内科,肺炎,http://ask.39.net/question/66035493.html,现在新型肺炎传播播范围？,新型肺炎传播范围很广的，不仅在国内传播，而且传播在很多国家，所以肺炎病毒的传染性特别强的，对人体的损害是特别大的，所以预防传染是很重要的。如果是出现了低烧，咽干，咳嗽，那就认为是感染新型冠状病毒可能性很大的，就需要尽早去医院做个隔离治疗，一般通过治疗后就可以控制疾病的。,赵曙光,副主任医师,呼吸困难综合救治、创伤性/或非创伤性急症出血的微创介入治疗、急性中毒一体化救治等。,太和县人民医院,2020-01-31
内科,肺炎,http://ask.39.net/question/66035498.html,新型肺炎小孩发烧怎么办？,如果确诊孩子是新型冠状病毒肺炎，说明孩子现在在医院，这种情况，建议多喝孩子饮水。目前新型冠状病毒肺炎没有特效药，所以的治疗都是以对症治疗和治疗并发症为主。如果孩子高热，那么建议给孩子使用退烧的药物，必要的时候需要使用激素。但是具体情况还是需要根据孩子的检查结果和症状来看，家属也需要注意隔离。,赵曙光,副主任医师,呼吸困难综合救治、创伤性/或非创伤性急症出血的微创介入治疗、急性中毒一体化救治等。,太和县人民医院,2020-01-31
内科,肺炎,http://ask.39.net/question/66035492.html,武汉肺炎疫情多久能好？,这种情况是很难预测的，只要持续两周没有新发病，人被诊断为此类疾病，说明疫情一定得到了控制，需要继续隔离一段时间就会被解除。因为新型冠状病毒导致的肺炎是一种突发疾病，是一种从来没有发现的病毒，至于它的规律性，有待于在治疗和诊断观察当中进一步研究掌握它的习性。,赵曙光,副主任医师,呼吸困难综合救治、创伤性/或非创伤性急症出血的微创介入治疗、急性中毒一体化救治等。,太和县人民医院,2020-01-31
内科,肺炎,http://ask.39.net/question/66035491.html,欧美人易感新型肺炎吗？,欧美人也是容易感染新型冠状病毒的，病毒具有普遍易感性的，所有人群都会感染新型冠状病毒，所以在平时需要预防为主的。在平时不要接触携带有病毒的人群，外出时需要戴上口罩，可以避免感染新型冠状病毒，如果一旦感染了新型冠状病毒，那就需要住院治疗。,赵曙光,副主任医师,呼吸困难综合救治、创伤性/或非创伤性急症出血的微创介入治疗、急性中毒一体化救治等。,太和县人民医院,2020-01-31
内科,肺炎,http://ask.39.net/question/66035489.html,新型肺炎确诊时间要多久？,这个具体的时间还不能确定，但是相信我们全国人民共同联手一定会战胜肺炎的。新型冠状病毒属于β属的新型冠状病毒，包括有包膜，颗粒呈圆形和卵圆形，常为多形性，直径60~140nm，其基因特征与SARSr-CoV和MERSr-CoV有明显区别。目前研究与蝙蝠12式样冠状病毒同源性达85%以上，体外分离培养时。2019-nCoV96个小时左右即可在人呼吸道上皮细胞内发现而在VeroE6和Huh-7细胞系列中分离培养需约6天。对冠状病毒理化特性的认识多来自SARS-COV和MERS-CoV的研究。病毒对紫外线和热敏感56度30分钟乙醚，75%乙醇，含氯消毒剂，过氧乙酸钠和氯化等脂溶剂均可有效灭活病毒，氯乙啶不能有效灭活病毒。,赵曙光,副主任医师,呼吸困难综合救治、创伤性/或非创伤性急症出血的微创介入治疗、急性中毒一体化救治等。,太和县人民医院,2020-01-31
内科,肺炎,http://ask.39.net/question/66035488.html,新型肺炎的药研究成功了吗？,新型肺炎的药物还没有研制成功，也没有研制出治疗新型肺炎的疫苗。这个病发现的时间比较短，没有什么特效药物可以治疗。新型肺炎药物研制成功有可能要几年的时间，几个月的时间，一般情况下研制不出来的。新型肺炎通过一系列的控制，和对症治疗，大多数可以痊愈的。,赵曙光,副主任医师,呼吸困难综合救治、创伤性/或非创伤性急症出血的微创介入治疗、急性中毒一体化救治等。,太和县人民医院,2020-01-31
内科,肺炎,http://ask.39.net/question/66035483.html,新型肺炎感染确诊要多久？,新型冠状病毒感染导致的肺部炎症，潜伏期一般2~10天左右。当患者出现发烧和肺部症状时，可以及时去当地的定点医院进行检查确诊的时间是很迅速的，因为有，新型冠状病毒的试剂盒进行检测血液就能够确诊。只有早预防，早发现，早治疗，才能够确保患者的身体健康，但是对于这种新型冠状病毒肺炎，是没有特效药物来进行控制的，只能对症进行处理。清热解毒的中成药物可以起到一定的杀灭冠状病毒的作用。,赵曙光,副主任医师,呼吸困难综合救治、创伤性/或非创伤性急症出血的微创介入治疗、急性中毒一体化救治等。,太和县人民医院,2020-01-31
内科,肺炎,http://ask.39.net/question/66035482.html,新型肺炎低热多少度？,新型冠状病毒性肺炎的主要症状是发烧、咳嗽咳痰、胸闷等。发烧程度不一定的，有的是低烧，有的会有高烧。只要是有去过湖北，或者是湖北的人接触史的患者出现类似症。那就需要去医院化验血常规和胸片，必要时还需要病毒核酸检测来明确的。,赵曙光,副主任医师,呼吸困难综合救治、创伤性/或非创伤性急症出血的微创介入治疗、急性中毒一体化救治等。,太和县人民医院,2020-01-31
内科,肺炎,http://ask.39.net/question/66035479.html,武汉肺炎是流感吗？,新型冠状病毒属于β属的新型冠状病毒，包括有包膜，颗粒呈圆形和卵圆形，常为多形性，直径60~140nm，其基因特征与SARSr-CoV和MERSr-CoV有明显区别。目前研究与蝙蝠12式样冠状病毒同源性达85%以上，体外分离培养时。2019-nCoV96个小时左右即可在人呼吸道上皮细胞内发现而在VeroE6和Huh-7细胞系列中分离培养需约6天。对冠状病毒理化特性的认识多来自SARS-COV和MERS-CoV的研究。病毒对紫外线和热敏感56度30分钟乙醚，75%乙醇，含氯消毒剂，过氧乙酸钠和氯化等脂溶剂均可有效灭活病毒，氯乙啶不能有效灭活病毒。武汉肺炎是新型冠状病毒感染的肺炎。,赵曙光,副主任医师,呼吸困难综合救治、创伤性/或非创伤性急症出血的微创介入治疗、急性中毒一体化救治等。,太和县人民医院,2020-01-31
内科,肺炎,http://ask.39.net/question/66035477.html,肺炎疫情表现？,起病以发热为主要表现，可合并轻度干咳、乏力、呼吸不畅、腹泻等症状，流涕、咳痰等卡他症状少见。一半患者在一周后出现呼吸困难，严重者快速进展为急性呼吸窘迫综合征、脓毒症休克、难以纠正的代谢性酸中毒和出凝血功能障碍。部分患者起病症状轻微，可无发热等临床症状。出现上诉症状前2周内有武汉市旅行史或居住史；或发病前14天内曾接触过来自武汉的发热，伴有呼吸道症状的患者，及时去定点医院就诊的。,赵曙光,副主任医师,呼吸困难综合救治、创伤性/或非创伤性急症出血的微创介入治疗、急性中毒一体化救治等。,太和县人民医院,2020-01-31
内科,肺炎,http://ask.39.net/question/66035472.html,新冠型肺炎如何传染？,新型冠状病毒性肺炎主要是通过空气飞沫、接触传播的，这个疾病传染性很强，没有症状的病毒携带者也是会有传染性，人群还普遍易感。传染性疾病主要就是需要控制传染源，切断传播途径，保护易感人群。大家尽量不要外出，出门必须佩戴口罩。,赵曙光,副主任医师,呼吸困难综合救治、创伤性/或非创伤性急症出血的微创介入治疗、急性中毒一体化救治等。,太和县人民医院,2020-01-31
内科,肺炎,http://ask.39.net/question/66035473.html,人民币传染冠壮新型肺炎吗？,从理论上讲，流通中的钱币也有可能成为病毒的载体，这种可能性不高，但还是有的。患者咳出的飞沫或其他体液附着到了钱币上，被其他人接触后病毒就有可能附着到其他人的手上、身上。之后不经意的举动就有可能将病毒转移到口、鼻、眼睛中，继而引发感染。,赵曙光,副主任医师,呼吸困难综合救治、创伤性/或非创伤性急症出血的微创介入治疗、急性中毒一体化救治等。,太和县人民医院,2020-01-31
内科,肺炎,http://ask.39.net/question/66035471.html,新型肺炎潜伏期多久爆发？,潜伏期一般是1到14天，有些人可能是在2到3天，长一点的话，在一周左右，又或者10到14天，最长不超过14天。所以如果有新型肺炎的接触时，需要首先在家进行隔离14天，隔离后如果没有任何的异常，可以解除隔离。如果期间有发热，咳嗽等不适，需要在发热定点医院医生的指导下进行治疗。密切观察病情变化，尽量少出门，戴口罩，勤洗手，共同抵抗这次肺炎，众志成城。,赵曙光,副主任医师,呼吸困难综合救治、创伤性/或非创伤性急症出血的微创介入治疗、急性中毒一体化救治等。,太和县人民医院,2020-01-31
内科,肺炎,http://ask.39.net/question/66035468.html,目前肺炎疫情有好转吗？,目前全国的疫情还是比较严峻的。每日的增长确诊病例还是比较多的，但是全国人民一定要齐心协力战胜疫情。一定要从自身做起，做到在家隔离不出门。只有全国人民齐心协力。疫情一定会被战败的。新型冠状病毒感染的肺炎疫情，来势汹汹，面对疫情匹夫有责。我们全国人民人民一定要联手把它战胜。,赵曙光,副主任医师,呼吸困难综合救治、创伤性/或非创伤性急症出血的微创介入治疗、急性中毒一体化救治等。,太和县人民医院,2020-01-31
内科,肺炎,http://ask.39.net/question/66035467.html,kn90能防肺炎吗？,戴口罩是预防新型冠状病毒的重要手段之一。因为该肺炎是通过呼吸道飞沫传染的疾病，戴口罩可以有效的预防病毒传播。如有到过疫区或者接触过患病人员，需要自己要在家观察14天，尽量不要外出。如果外出需要戴好口罩，戴口罩可以一次性医用口罩或外科口罩。非医务人员或接触感染者的人群，可以无需要戴n95口罩，Kn90口罩也可以在一般人群中佩戴。,赵曙光,副主任医师,呼吸困难综合救治、创伤性/或非创伤性急症出血的微创介入治疗、急性中毒一体化救治等。,太和县人民医院,2020-01-31
内科,肺炎,http://ask.39.net/question/66035463.html,武汉肺炎需要多久自愈？,得了新型肺炎以后是很难自行愈合的，确诊以后必须要尽快去医院就诊住院治疗，通过住院以后才能够恢复，如果不治疗的话，容易产生多种并发症。目前来说只能尽力治疗，没有特效方法治疗，对症使用药物或者是其他的方法治疗，也可以配合中医中药治疗。,赵曙光,副主任医师,呼吸困难综合救治、创伤性/或非创伤性急症出血的微创介入治疗、急性中毒一体化救治等。,太和县人民医院,2020-01-31
内科,肺炎,http://ask.39.net/question/66035461.html,武汉肺炎小孩易感吗？,新型冠状病毒肺炎小孩也是可感染的，婴幼儿、老人、免疫力低下的患者更易传染。建议不要让孩子外出。建议您及家人平时多喝水，促进新陈代谢，多吃水果蔬菜，补充维生素，不要吃刺激辛辣油腻的食物，不要吸烟喝酒，避免着凉感冒，保持室内空气流通，勤洗手，不要熬夜及过度劳累，保证睡眠充足，注意休息，适当运动，提高身体的免疫力。,赵曙光,副主任医师,呼吸困难综合救治、创伤性/或非创伤性急症出血的微创介入治疗、急性中毒一体化救治等。,太和县人民医院,2020-01-31
内科,肺炎,http://ask.39.net/question/66035460.html,新型肺炎传染率高吗？,这次的病毒，暂时看来还没有严重到甲类传染病(鼠疫和霍乱)的水平，但是公共卫生风险比较大，需要每个人保持足够的警惕，做好防护。传染力还是很强的。升级为甲类管理后，上报速度会更快，信息透明度会更高。既方便医疗人员对疾病的防控，也方便大众了解新情况，及时应对。,赵曙光,副主任医师,呼吸困难综合救治、创伤性/或非创伤性急症出血的微创介入治疗、急性中毒一体化救治等。,太和县人民医院,2020-01-31
内科,肺炎,http://ask.39.net/question/66035462.html,武汉肺炎疗法？,感染了新型肺炎病毒，没有特效方法治疗的，只能根据症状来对症治疗，如果出现严重的发烧，需要用退烧药物和物理降温，如果出现了气喘，胸闷呼吸困难，建议吸吸氧或者使用呼吸机。如果是合并有感染，需要配合抗生素，元素没有特效方法治疗，只能尽力治疗，大多数病人通过治疗以后是可以控制住疾病的。,赵曙光,副主任医师,呼吸困难综合救治、创伤性/或非创伤性急症出血的微创介入治疗、急性中毒一体化救治等。,太和县人民医院,2020-01-31
